,s9_q4_hospitalvisit,s2_q21a_powergrid,ownasset_0,s53_q6_hunger,s4_q1_agactivity,urban,hhsize,y_financial_actions
2518,0,1,0,0,0,1,3,1
2519,1,0,1,0,0,0,3,0
2520,0,0,1,0,0,0,4,0
2521,-1,1,0,1,0,0,5,1
2522,0,0,0,0,0,0,4,1
2523,0,0,1,1,0,0,3,0
2524,0,0,0,0,0,1,0,0
2525,1,1,0,0,0,0,1,0
2526,0,0,0,0,0,0,0,0
2527,1,0,0,1,0,0,4,1
2528,0,1,0,0,0,1,-1,0
2529,-1,0,1,1,0,1,5,0
2530,0,0,1,0,0,0,8,0
2531,0,0,0,0,0,0,4,0
2532,0,1,0,1,0,1,8,0
2533,0,1,0,0,0,1,0,0
2534,0,1,0,0,0,1,1,0
2535,0,0,0,0,0,0,0,1
2536,1,0,0,0,0,0,3,0
2537,0,1,0,0,0,1,2,0
2538,0,0,0,0,0,0,0,0
2539,1,1,0,1,0,0,0,0
2540,0,0,1,0,0,1,1,0
2541,1,0,0,1,0,0,3,0
2542,0,0,0,0,0,0,1,1
2543,1,0,0,1,0,0,3,0
2544,0,0,1,0,0,0,1,0
2545,0,1,0,0,0,1,4,1
2546,0,0,1,0,0,0,5,0
2547,0,1,0,0,0,1,0,0
2548,0,0,0,0,0,0,0,0
2549,0,1,0,0,0,1,1,0
2550,0,1,0,0,0,1,11,0
2551,-1,0,1,1,0,0,5,0
2552,0,1,0,0,0,1,5,0
2553,0,1,0,0,0,0,1,0
2554,0,0,0,0,0,0,0,1
2555,0,0,0,0,0,0,4,0
2556,0,1,0,0,0,1,0,0
2557,0,1,0,0,0,1,0,0
2558,0,0,0,0,0,1,7,0
2559,-1,0,0,1,0,1,5,1
2560,0,1,0,0,0,0,3,0
2561,0,0,1,0,0,0,2,0
2562,0,1,0,1,0,1,1,1
2563,0,0,0,1,0,0,3,0
2564,0,1,0,1,0,1,5,0
2565,0,0,0,0,0,0,1,1
2566,0,1,0,0,0,1,3,0
2567,0,1,0,1,0,0,3,1
2568,0,1,0,0,0,0,0,0
2569,0,0,1,1,0,0,12,0
2570,0,0,0,1,0,0,7,0
2571,0,1,0,0,0,0,0,0
2572,1,0,0,0,0,0,1,0
2573,1,0,0,1,0,0,4,0
2574,0,1,0,1,0,0,0,0
2575,0,0,0,0,0,0,5,1
2576,0,0,1,0,0,1,8,1
2577,0,0,0,1,0,0,10,0
2578,-1,0,0,1,0,0,9,1
2579,-1,1,0,1,0,1,1,1
2580,1,0,0,0,0,0,0,0
2581,0,1,0,1,0,0,9,1
2582,0,1,0,0,0,1,8,0
2583,0,1,0,0,0,1,4,0
2584,0,0,0,1,0,0,5,0
2585,0,0,0,1,0,0,5,1
2586,0,0,0,0,0,0,1,1
2587,0,0,0,1,0,0,7,0
2588,0,1,0,1,0,0,0,1
2589,0,0,0,0,0,0,0,1
2590,1,0,0,1,0,0,6,0
2591,0,1,0,1,0,1,0,0
2592,0,0,0,0,1,0,0,0
2593,0,1,0,0,0,1,3,0
2594,0,0,0,0,0,0,9,0
2595,0,0,0,0,0,0,1,0
2596,1,1,0,1,0,0,1,1
2597,0,0,0,0,0,0,0,0
2598,0,0,1,0,0,0,0,0
2599,0,1,0,0,0,0,1,0
2600,0,0,1,0,0,0,3,0
2601,-1,0,0,1,0,0,2,1
2602,1,0,1,0,0,0,0,0
2603,-1,1,0,1,0,1,-1,1
2604,-1,0,1,1,0,0,4,0
2605,0,0,0,0,0,0,4,0
2606,0,0,1,0,0,0,8,0
2607,0,0,0,0,0,0,2,0
2608,0,0,0,0,0,0,5,0
2609,0,0,0,0,0,0,4,1
2610,1,0,1,1,0,0,4,0
2611,0,0,0,0,0,0,6,1
2612,0,0,0,0,0,0,2,0
2613,-1,0,0,0,0,0,2,0
2614,0,1,0,0,0,1,2,0
2615,0,0,1,0,0,0,4,1
2616,0,1,0,0,0,0,5,0
2617,0,0,1,0,0,0,0,0
2618,0,0,1,0,0,0,5,0
2619,0,0,0,0,0,0,9,0
2620,-1,0,0,1,0,0,1,0
2621,0,0,1,0,0,0,2,0
2622,-1,0,0,1,0,0,5,0
2623,0,0,0,0,0,0,3,1
2624,0,1,0,1,0,1,3,0
2625,0,1,0,0,0,1,3,0
2626,0,1,0,0,0,0,14,0
2627,0,0,1,0,0,0,8,0
2628,0,0,1,0,0,0,3,0
2629,0,0,1,0,0,0,0,0
2630,0,1,0,0,0,0,8,0
2631,0,1,0,0,0,0,4,0
2632,0,1,0,0,0,1,9,0
2633,1,0,0,1,1,0,6,0
2634,0,0,0,0,1,0,11,0
2635,0,0,0,0,0,0,4,1
2636,1,1,1,1,0,1,5,0
2637,0,1,1,1,0,0,0,0
2638,-1,1,0,0,0,0,9,1
2639,0,0,0,0,0,1,0,0
2640,0,1,0,1,0,1,7,0
2641,0,0,0,1,0,0,5,0
2642,-1,1,0,0,0,0,9,1
2643,0,0,1,0,0,0,0,0
2644,-1,1,0,1,0,1,5,0
2645,0,0,0,1,0,0,3,1
2646,0,0,0,0,0,0,8,0
2647,0,0,0,0,0,0,0,0
2648,0,1,0,0,0,0,1,1
2649,0,0,0,0,0,0,10,0
2650,0,1,0,1,0,1,2,1
2651,0,1,0,0,0,0,1,1
2652,0,0,1,0,0,0,2,0
2653,0,1,0,1,0,0,0,1
2654,1,0,0,0,0,0,0,1
2655,0,0,0,0,0,0,1,1
2656,-1,1,0,-1,0,-1,4,0
2657,0,0,0,1,0,0,10,0
2658,0,0,0,0,0,0,9,0
2659,0,1,0,1,0,0,2,1
2660,0,0,0,0,0,0,2,0
2661,-1,1,0,1,0,1,5,0
2662,0,1,1,1,0,0,0,0
2663,0,0,0,0,0,0,0,0
2664,0,0,0,1,0,0,9,0
2665,0,0,0,0,0,0,1,0
2666,-1,1,0,1,0,0,9,1
2667,0,0,1,1,0,0,0,0
2668,-1,0,1,1,0,0,0,1
2669,0,1,1,1,0,0,1,1
2670,1,1,0,0,0,0,1,1
2671,0,0,1,0,0,0,8,0
2672,0,0,1,1,0,0,4,1
2673,-1,0,0,0,0,0,5,0
2674,-1,1,1,0,0,1,1,0
2675,1,0,0,1,0,0,4,0
2676,0,0,0,0,0,0,3,1
2677,0,0,1,0,0,0,4,0
2678,-1,0,0,0,0,0,1,1
2679,-1,1,0,0,0,1,2,1
2680,0,1,0,0,0,0,2,0
2681,0,1,1,0,0,0,7,0
2682,1,1,1,1,0,1,7,0
2683,-1,1,0,1,0,1,0,0
2684,0,1,0,0,0,1,2,0
2685,0,1,0,0,0,1,5,0
2686,0,0,1,1,0,0,0,0
2687,0,0,0,1,0,1,5,0
2688,0,1,0,0,0,1,7,1
2689,0,1,0,1,0,1,1,0
2690,0,0,0,1,0,0,6,0
2691,-1,1,0,1,0,0,5,0
2692,0,0,0,0,0,0,1,0
2693,0,0,0,0,0,1,2,0
2694,0,1,0,0,0,0,1,0
2695,0,1,0,0,0,1,3,0
2696,0,0,0,0,0,0,0,0
2697,0,0,0,0,0,0,3,1
2698,1,0,0,0,0,0,0,0
2699,-1,0,0,1,0,0,7,0
2700,0,0,0,1,0,0,5,0
2701,0,1,0,0,0,0,11,0
2702,1,0,0,1,0,0,7,0
2703,0,0,1,0,0,0,3,0
2704,0,0,0,0,0,0,6,0
2705,1,0,0,1,0,0,1,1
2706,0,1,0,1,0,1,6,1
2707,0,1,0,0,0,1,1,1
2708,0,1,0,0,0,0,1,0
2709,0,0,1,0,0,0,4,0
2710,0,1,0,0,0,1,2,1
2711,0,0,1,1,0,0,1,1
2712,0,1,0,0,0,0,7,0
2713,0,1,0,0,0,1,0,0
2714,-1,0,0,1,0,0,3,0
2715,0,0,0,0,0,0,2,0
2716,1,0,0,1,0,0,8,0
2717,0,1,0,0,0,1,7,1
2718,0,0,0,0,0,0,0,0
2719,0,1,0,1,0,0,3,0
2720,0,0,0,0,0,0,10,0
2721,0,0,0,0,0,0,1,0
2722,-1,0,0,0,0,1,5,1
2723,-1,0,0,1,0,0,6,0
2724,1,0,0,1,0,0,6,0
2725,0,0,0,0,0,0,11,0
2726,0,1,0,1,0,1,10,0
2727,0,0,0,0,0,0,0,0
2728,0,0,0,0,0,0,4,0
2729,0,1,0,0,0,0,0,0
2730,0,1,0,0,0,0,0,0
2731,1,0,1,1,0,0,5,1
2732,1,0,0,0,0,0,6,0
2733,0,0,0,1,0,0,2,0
2734,0,0,0,0,0,0,4,0
2735,-1,0,0,0,1,0,-1,0
2736,0,0,0,0,0,0,3,0
2737,0,1,0,0,0,0,-1,0
2738,-1,1,0,1,0,0,4,0
2739,0,0,0,1,0,0,0,0
2740,0,1,1,0,0,1,4,0
2741,0,0,0,0,0,1,2,0
2742,-1,0,0,1,-1,1,5,1
2743,1,0,0,0,0,0,11,1
2744,0,0,0,0,0,0,2,0
2745,0,1,0,1,0,0,0,0
2746,0,1,0,0,0,0,13,1
2747,0,0,0,0,0,0,3,0
2748,0,0,0,0,0,0,11,0
2749,0,0,1,1,0,0,6,0
2750,-1,1,0,1,0,0,1,0
2751,0,0,1,0,0,0,1,0
2752,0,1,0,0,0,1,6,0
2753,0,0,1,0,0,0,8,0
2754,0,1,0,0,0,1,1,0
2755,0,0,0,0,0,0,0,0
2756,0,1,0,0,0,0,1,0
2757,0,1,0,1,0,1,4,1
2758,0,1,0,0,0,0,4,0
2759,1,0,0,1,0,0,0,0
2760,0,1,0,1,0,1,10,1
2761,0,0,1,0,0,0,1,1
2762,0,1,0,0,0,0,1,0
2763,0,0,0,0,0,0,-1,0
2764,0,0,0,1,0,0,9,0
2765,0,0,0,1,0,0,6,0
2766,0,0,0,1,0,0,7,0
2767,0,1,0,0,0,1,4,0
2768,1,0,0,0,0,0,1,0
2769,0,1,0,0,0,1,7,0
2770,0,1,0,0,0,1,1,1
2771,0,0,0,1,0,0,6,0
2772,0,0,0,0,0,0,0,1
2773,0,0,0,0,0,0,6,0
2774,0,0,0,0,0,0,6,0
2775,0,0,0,1,0,0,1,1
2776,-1,1,0,1,0,1,-1,0
2777,0,1,1,0,0,0,12,0
2778,0,0,0,0,0,0,1,0
2779,0,1,0,0,0,1,7,0
2780,0,0,1,1,0,0,5,0
2781,0,1,0,0,0,0,3,0
2782,0,1,0,1,0,1,4,0
2783,0,1,0,1,0,1,4,1
2784,0,0,0,0,1,0,11,0
2785,0,1,0,0,0,0,1,0
2786,-1,1,1,1,0,1,1,0
2787,0,1,0,-1,0,0,5,0
2788,0,1,0,0,0,0,10,0
2789,0,1,0,0,0,1,0,0
2790,0,1,0,0,0,1,5,0
2791,0,0,0,1,0,0,10,1
2792,0,0,0,0,0,0,1,1
2793,0,1,0,0,0,1,3,0
2794,0,0,0,0,0,0,1,0
2795,0,0,0,0,0,0,4,0
2796,1,1,0,1,0,0,0,0
2797,1,0,0,1,0,0,5,1
2798,0,0,0,0,0,0,2,1
2799,0,0,0,1,0,0,6,0
2800,1,1,0,0,0,1,4,0
2801,0,0,0,0,0,0,7,0
2802,0,1,0,0,0,1,14,0
2803,0,1,0,0,0,1,0,0
2804,0,1,0,0,0,1,0,0
2805,0,1,0,1,0,0,5,0
2806,0,1,0,0,0,0,7,0
2807,0,0,0,1,0,1,5,0
2808,0,1,0,0,0,0,1,0
2809,0,0,0,1,0,0,14,0
2810,0,0,0,1,0,0,2,1
2811,0,1,0,0,0,1,1,0
2812,0,1,0,0,0,0,1,0
2813,0,0,0,1,0,0,6,0
2814,1,0,1,1,0,0,3,0
2815,-1,0,0,1,0,0,5,0
2816,0,1,0,1,0,0,-1,1
2817,0,0,1,0,0,0,1,0
2818,0,0,0,0,0,0,8,0
2819,0,0,0,0,0,0,0,1
2820,0,0,1,0,0,0,12,1
2821,0,1,0,0,0,0,1,0
2822,1,0,0,0,0,0,0,0
2823,0,1,0,0,0,0,0,0
2824,0,0,0,1,0,0,4,0
2825,-1,0,0,1,0,0,0,1
2826,0,0,0,0,0,0,0,0
2827,0,0,0,0,0,0,7,1
2828,0,0,0,0,0,0,8,0
2829,1,0,0,0,0,0,3,0
2830,0,1,0,1,0,0,5,0
2831,0,1,0,0,0,1,7,0
2832,0,1,0,1,0,0,7,0
2833,1,1,0,1,0,0,3,0
2834,1,0,0,-1,0,0,5,0
2835,-1,0,0,1,-1,1,5,1
2836,0,1,0,0,0,1,3,0
2837,0,0,0,0,0,0,0,0
2838,1,0,0,0,0,0,9,0
2839,0,1,0,1,0,1,0,0
2840,1,0,0,0,0,0,8,1
2841,-1,1,0,1,0,1,2,1
2842,0,1,0,0,0,1,1,0
2843,0,0,0,0,0,0,1,0
2844,0,0,1,0,0,0,0,0
2845,0,0,1,0,0,0,7,1
2846,0,0,0,1,0,0,0,0
2847,0,0,0,0,0,0,4,0
2848,0,0,0,0,0,0,0,0
2849,0,0,1,1,0,0,1,0
2850,1,1,0,1,0,0,5,0
2851,0,0,0,1,1,0,4,0
2852,0,1,0,0,0,1,8,0
2853,0,1,0,0,0,0,7,0
2854,0,0,0,0,0,0,11,0
2855,0,1,0,1,0,0,6,0
2856,0,0,0,0,0,0,1,1
2857,-1,1,0,1,0,1,1,1
2858,0,1,0,1,0,0,1,0
2859,0,1,0,0,0,1,1,0
2860,0,0,0,0,0,0,6,0
2861,0,1,0,0,0,0,4,0
2862,0,0,0,0,0,0,3,0
2863,-1,0,0,1,0,0,7,1
2864,0,1,0,0,0,0,0,1
2865,0,0,1,0,0,0,1,0
2866,-1,0,1,1,0,0,4,0
2867,0,0,1,0,0,0,5,0
2868,1,0,0,0,0,0,6,1
2869,0,1,0,1,0,1,2,0
2870,0,0,0,1,0,0,11,1
2871,0,1,0,0,0,1,7,0
2872,0,1,0,0,0,1,0,0
2873,0,1,0,0,0,0,0,0
2874,0,0,0,0,0,0,4,0
2875,0,1,0,1,0,1,-1,0
2876,1,1,0,0,0,0,3,0
2877,0,0,0,1,0,0,1,0
2878,-1,0,1,1,0,0,1,0
2879,-1,1,0,1,0,0,8,1
2880,0,1,0,0,0,0,8,0
2881,0,0,0,0,0,0,7,1
2882,0,0,0,0,0,0,2,0
2883,1,0,0,1,0,0,2,0
2884,0,0,0,0,0,0,10,0
2885,1,0,1,0,0,0,-1,1
2886,0,1,0,0,0,1,2,0
2887,0,1,0,1,0,0,5,0
2888,0,0,0,0,0,0,6,0
2889,0,0,0,0,0,0,9,0
2890,0,0,0,0,0,0,2,0
2891,0,0,1,0,0,0,3,1
2892,0,1,0,1,0,1,-1,1
2893,0,0,0,0,0,0,4,0
2894,0,0,0,0,0,0,7,1
2895,0,0,0,1,0,1,5,0
2896,0,0,0,0,0,0,0,1
2897,0,0,0,0,0,0,0,0
2898,0,1,0,0,0,0,4,1
2899,0,1,0,0,0,0,9,0
2900,0,0,0,1,0,0,2,0
2901,0,0,0,0,0,0,0,0
2902,0,0,0,0,0,0,0,0
2903,1,0,0,0,0,0,9,1
2904,-1,0,1,1,0,0,7,1
2905,0,0,1,0,0,0,0,0
2906,1,1,0,0,0,1,2,0
2907,0,0,0,0,0,0,5,0
2908,0,0,1,1,0,0,4,0
2909,0,1,0,0,0,1,5,0
2910,0,0,0,0,0,0,4,0
2911,0,0,0,1,0,0,5,1
2912,0,1,0,0,0,0,3,1
2913,0,1,1,0,0,0,0,0
2914,-1,0,0,0,0,0,5,1
2915,0,0,0,0,0,0,1,0
2916,0,0,0,1,0,0,0,0
2917,0,1,0,0,0,1,2,0
2918,1,0,0,1,0,0,5,0
2919,0,1,0,0,0,1,0,1
2920,0,1,0,0,0,0,0,1
2921,0,1,0,0,0,1,0,0
2922,0,0,1,0,1,0,0,0
2923,-1,0,0,0,0,0,8,1
2924,0,1,0,1,0,0,1,0
2925,-1,1,1,1,0,1,4,1
2926,0,0,1,0,0,0,-1,1
2927,0,1,0,1,0,0,9,0
2928,0,1,0,0,0,0,10,1
2929,0,1,1,1,0,1,-1,1
2930,-1,0,1,1,0,0,12,0
2931,-1,0,0,1,0,0,4,1
2932,0,0,0,0,0,0,3,0
2933,0,0,0,0,0,0,8,0
2934,0,0,0,0,0,0,2,0
2935,-1,0,0,1,0,0,0,1
2936,0,1,0,1,0,1,3,0
2937,0,1,0,1,0,0,1,0
2938,0,1,0,0,0,0,1,0
2939,0,0,0,0,0,0,0,0
2940,-1,0,0,1,0,0,3,0
2941,0,0,1,1,0,0,2,0
2942,1,0,0,1,0,0,6,1
2943,0,0,0,1,0,0,1,1
2944,0,1,0,0,0,0,-1,0
2945,0,1,0,0,0,1,3,0
2946,0,1,1,0,0,1,1,0
2947,0,0,0,1,0,0,13,0
2948,0,0,1,0,0,0,0,1
2949,0,1,0,0,0,0,2,0
2950,-1,1,0,1,0,1,5,1
2951,0,0,0,1,0,0,6,0
2952,0,0,0,1,0,1,3,0
2953,0,1,0,0,0,0,2,0
2954,0,1,1,0,0,0,0,0
2955,-1,0,0,0,0,0,4,1
2956,0,0,0,1,0,0,0,0
2957,0,0,0,0,0,0,5,0
2958,0,0,1,0,0,0,4,1
2959,0,1,0,0,0,0,1,1
2960,0,0,0,0,0,1,5,0
2961,0,1,1,0,0,1,-1,1
2962,0,0,0,0,0,0,2,0
2963,0,0,1,1,0,0,8,1
2964,-1,1,0,0,-1,1,4,1
2965,0,0,0,1,0,0,3,1
2966,0,0,1,1,0,0,12,1
2967,0,1,1,0,0,1,4,1
2968,0,0,0,0,0,1,4,0
2969,0,0,0,0,0,0,2,1
2970,1,0,1,1,0,0,0,0
2971,0,0,0,0,0,0,9,0
2972,-1,0,0,1,0,0,1,1
2973,1,0,0,0,0,0,4,0
2974,0,1,0,1,0,1,7,0
2975,0,1,1,0,0,0,6,0
2976,0,0,0,1,0,0,10,0
2977,0,0,0,0,0,0,3,1
2978,0,1,0,0,0,0,8,0
2979,0,0,0,0,0,0,4,1
2980,-1,1,1,1,0,1,7,1
2981,0,0,0,0,0,0,1,0
2982,0,0,1,0,0,0,6,0
2983,0,1,0,0,0,1,3,0
2984,0,0,0,0,0,0,6,0
2985,0,1,0,0,0,0,0,0
2986,0,1,0,0,0,1,1,1
2987,1,0,0,1,0,1,4,0
2988,0,1,0,0,0,0,0,1
2989,0,0,0,0,0,0,1,0
2990,1,0,0,1,0,0,9,0
2991,0,1,0,0,0,1,2,0
2992,0,0,0,0,0,0,3,0
2993,0,0,1,1,0,0,2,0
2994,-1,1,0,1,0,1,9,1
2995,0,0,0,1,0,0,4,1
2996,0,1,0,1,0,0,0,0
2997,0,1,0,0,0,1,1,0
2998,-1,0,0,0,-1,1,6,1
2999,0,0,0,0,0,0,9,0
3000,0,1,1,0,0,0,5,0
3001,0,0,1,0,0,0,0,0
3002,0,0,0,0,0,0,0,0
3003,0,1,1,0,0,0,0,0
3004,1,0,0,1,0,0,1,1
3005,1,0,0,0,0,0,2,0
3006,0,0,0,1,0,0,4,0
3007,0,1,1,0,0,0,0,0
3008,1,1,0,0,0,0,5,0
3009,0,0,1,1,0,0,4,0
3010,0,0,0,0,0,0,3,0
3011,-1,1,0,1,0,0,9,0
3012,0,0,0,-1,0,-1,5,1
3013,0,1,0,0,0,1,0,0
3014,0,0,0,1,0,0,6,1
3015,0,0,0,0,0,0,5,0
3016,-1,0,0,1,0,0,2,1
3017,-1,0,0,1,0,1,3,0
3018,0,0,1,1,0,0,1,1
3019,1,0,0,1,0,0,1,0
3020,0,1,0,0,0,1,-1,0
3021,-1,0,0,1,0,1,6,1
3022,1,0,0,0,0,0,5,0
3023,0,0,0,0,0,0,5,1
3024,0,0,0,0,0,0,7,0
3025,1,1,1,1,0,0,1,0
3026,0,1,0,1,0,0,4,1
3027,0,1,0,0,0,1,0,0
3028,0,0,0,1,0,0,8,0
3029,0,0,0,0,0,0,5,0
3030,0,1,1,0,0,1,4,1
3031,0,1,0,0,0,1,9,0
3032,0,1,0,0,0,1,1,0
3033,0,0,0,0,0,0,0,0
3034,0,0,0,0,0,0,4,0
3035,-1,1,0,1,0,0,4,1
3036,0,0,0,0,0,0,2,0
3037,0,1,0,1,0,1,2,0
3038,0,0,0,0,0,1,5,0
3039,0,0,0,0,0,0,3,0
3040,0,0,1,0,0,0,7,0
3041,-1,0,0,1,0,0,3,1
3042,0,1,0,0,0,0,4,0
3043,0,1,0,0,0,0,1,0
3044,0,0,0,0,0,0,1,1
3045,0,0,0,1,0,0,2,1
3046,0,1,0,0,0,0,2,1
3047,1,0,0,0,0,0,1,1
3048,-1,1,0,1,0,1,-1,1
3049,0,0,0,0,0,0,5,0
3050,0,1,0,0,0,1,8,1
3051,0,1,0,1,0,0,1,1
3052,0,0,0,1,0,0,9,0
3053,1,1,0,0,0,0,3,1
3054,0,1,0,1,0,0,5,1
3055,0,0,0,0,0,0,8,1
3056,0,1,0,0,0,1,3,0
3057,-1,0,0,1,0,0,7,0
3058,0,0,0,1,0,0,4,0
3059,0,0,1,1,0,0,14,0
3060,0,1,0,0,0,0,0,0
3061,0,0,0,0,0,0,6,0
3062,0,1,0,0,0,1,1,1
3063,0,1,0,0,0,1,6,0
3064,0,1,1,0,0,0,2,0
3065,0,0,0,0,0,0,5,0
3066,1,1,0,0,0,0,4,1
3067,0,0,0,0,0,0,1,0
3068,0,1,0,0,0,0,6,0
3069,0,1,0,1,0,0,1,0
3070,0,0,1,0,0,0,3,0
3071,0,1,0,0,-1,1,8,1
3072,0,1,0,0,0,0,8,0
3073,-1,1,0,1,0,1,1,1
3074,0,0,1,1,0,0,6,0
3075,0,0,1,1,0,0,7,1
3076,0,0,0,0,0,0,4,0
3077,0,0,0,1,0,0,0,1
3078,-1,1,0,0,0,0,3,1
3079,-1,0,1,-1,0,0,7,0
3080,1,0,0,1,0,1,6,0
3081,0,1,0,0,0,1,0,1
3082,1,1,0,1,0,0,5,1
3083,0,0,0,1,0,0,5,0
3084,0,0,0,1,0,0,3,0
3085,0,1,0,0,0,1,1,1
3086,0,0,0,0,0,0,0,0
3087,0,1,0,0,0,1,8,0
3088,1,1,0,1,0,1,5,0
3089,0,0,0,0,0,0,0,0
3090,0,1,0,0,0,0,2,0
3091,0,0,0,1,0,0,8,1
3092,0,1,1,0,0,0,0,0
3093,0,0,0,1,0,0,9,1
3094,0,0,0,0,0,0,3,0
3095,0,0,0,0,0,0,2,1
3096,0,0,1,0,0,0,0,0
3097,-1,0,0,1,0,0,5,1
3098,0,1,0,0,0,0,3,0
3099,0,1,0,0,0,1,-1,0
3100,0,0,1,0,0,0,2,0
3101,0,0,0,0,0,0,5,1
3102,0,0,1,0,0,0,1,1
3103,-1,0,0,-1,0,0,5,1
3104,1,0,0,1,0,0,5,0
3105,0,0,0,0,0,0,0,0
3106,0,0,0,0,0,0,3,1
3107,0,0,0,0,0,0,6,0
3108,-1,0,0,1,0,0,10,1
3109,-1,1,0,0,0,1,1,1
3110,1,1,0,1,0,1,1,0
3111,1,0,0,1,0,0,0,1
3112,0,0,0,0,0,0,5,0
3113,0,0,1,0,0,0,0,0
3114,0,1,0,0,0,0,3,0
3115,0,1,0,1,0,0,2,0
3116,0,1,0,0,0,0,2,1
3117,0,0,1,0,0,0,4,0
3118,0,0,1,0,0,0,0,1
3119,1,0,0,1,0,0,7,1
3120,1,0,0,0,0,0,4,1
3121,0,0,1,0,0,0,1,0
3122,0,1,0,0,0,0,1,0
3123,0,1,0,0,0,0,3,1
3124,0,1,0,0,0,1,3,1
3125,0,0,1,0,0,0,12,0
3126,0,1,0,0,0,0,2,1
3127,1,0,0,1,0,0,0,1
3128,-1,1,0,1,0,0,4,1
3129,0,1,0,0,0,0,1,1
3130,0,0,1,0,0,0,5,0
3131,1,0,0,1,0,0,6,0
3132,0,0,1,0,0,0,0,0
3133,0,1,0,0,0,0,2,0
3134,0,0,0,0,0,0,2,0
3135,0,1,0,1,0,1,1,0
3136,0,0,0,1,0,0,13,0
3137,0,0,1,0,0,0,4,0
3138,0,0,1,0,0,0,0,0
3139,0,0,0,0,0,0,6,0
3140,0,1,1,0,0,0,1,0
3141,0,0,1,1,0,0,4,0
3142,0,0,0,0,0,0,4,1
3143,0,1,0,0,0,0,4,0
3144,1,0,1,1,0,0,8,1
3145,-1,0,0,1,0,1,7,1
3146,0,0,0,0,0,1,0,1
3147,-1,1,1,0,0,0,-1,0
3148,-1,1,0,1,0,0,3,1
3149,0,1,0,0,0,1,0,1
3150,0,1,1,0,0,0,0,0
3151,1,0,1,0,0,0,10,0
3152,0,1,0,1,0,0,0,0
3153,-1,0,1,1,0,0,7,1
3154,0,0,0,1,0,0,8,0
3155,0,0,0,-1,0,0,5,0
3156,0,0,0,0,0,0,1,0
3157,0,1,0,0,0,0,3,0
3158,-1,1,0,1,0,1,2,1
3159,0,0,0,0,0,0,0,0
3160,0,0,0,0,0,0,5,0
3161,0,1,0,0,0,1,4,0
3162,0,0,0,0,0,0,0,1
3163,0,0,0,0,0,0,0,0
3164,0,0,0,0,0,0,9,0
3165,-1,0,1,1,0,1,7,1
3166,-1,0,1,1,-1,1,6,0
3167,-1,1,0,1,0,0,0,1
3168,-1,0,0,1,0,0,6,0
3169,-1,1,0,1,0,0,1,0
3170,0,1,0,0,0,0,2,0
3171,0,0,0,0,0,0,9,1
3172,0,0,0,0,0,0,2,0
3173,0,1,0,0,0,0,1,1
3174,0,0,0,1,0,0,3,0
3175,-1,0,1,1,0,0,8,1
3176,0,1,0,0,0,0,9,0
3177,0,1,0,0,0,0,3,1
3178,0,0,1,0,0,0,0,1
3179,0,1,0,0,0,0,2,1
3180,0,1,0,0,0,1,8,0
3181,0,1,0,0,0,0,0,1
3182,0,0,0,0,0,0,3,0
3183,1,1,0,1,0,0,9,0
3184,-1,0,1,1,0,0,0,1
3185,-1,0,1,0,0,0,0,0
3186,-1,0,0,1,0,1,6,1
3187,0,0,0,0,0,1,0,0
3188,0,0,0,0,0,0,11,0
3189,0,1,0,0,0,0,0,0
3190,0,1,0,0,0,1,7,0
3191,1,1,0,0,0,0,2,0
3192,1,0,1,-1,0,0,3,0
3193,0,1,0,1,0,1,7,1
3194,0,0,0,0,0,0,5,0
3195,1,0,0,0,0,0,0,0
3196,0,0,0,0,0,0,0,0
3197,0,0,0,1,0,0,6,0
3198,1,1,0,1,0,0,3,0
3199,1,1,0,1,0,1,5,1
3200,1,0,0,1,0,0,9,0
3201,1,1,0,1,0,0,0,1
3202,0,1,0,0,0,1,0,0
3203,0,0,0,0,0,0,1,0
3204,0,0,0,1,0,0,6,0
3205,0,1,0,0,0,0,1,0
3206,0,1,0,1,0,0,1,0
3207,0,0,0,0,0,0,4,0
3208,0,0,1,0,0,0,5,0
3209,1,1,0,1,0,0,7,0
3210,0,1,0,0,0,1,6,1
3211,0,0,0,0,0,0,3,0
3212,0,0,1,0,1,0,6,0
3213,0,0,0,0,0,0,1,0
3214,0,1,1,0,0,1,7,0
3215,0,1,0,0,0,0,1,1
3216,0,1,0,0,0,0,0,1
3217,-1,1,0,1,0,1,7,1
3218,0,0,0,1,0,0,1,0
3219,1,0,0,0,0,0,1,0
3220,0,1,1,1,0,1,0,0
3221,0,0,0,0,0,0,9,0
3222,-1,1,0,1,0,1,6,0
3223,0,0,1,0,0,1,4,0
3224,0,1,0,1,0,1,2,0
3225,-1,0,1,1,0,0,0,1
3226,0,0,0,1,0,0,1,1
3227,-1,1,1,1,0,1,2,0
3228,-1,0,1,1,0,0,1,1
3229,1,0,1,0,0,0,0,1
3230,-1,1,0,1,0,1,2,1
3231,0,0,1,0,0,0,8,1
3232,0,0,0,0,0,0,1,0
3233,0,1,0,1,0,0,1,1
3234,0,1,0,1,0,0,4,1
3235,0,0,1,1,0,1,2,0
3236,-1,1,0,1,0,1,7,1
3237,0,0,0,0,0,0,1,1
3238,0,1,0,0,0,0,2,0
3239,0,1,1,0,0,0,1,0
3240,1,1,1,1,0,0,3,1
3241,0,0,0,0,0,1,0,0
3242,0,0,0,1,0,0,3,0
3243,0,0,1,0,0,0,1,0
